name,lat,lon,type,opening_hours
Bodhua Jewelrs,23.792292,90.388064,shop_jewelry,
Bodhua Saj Beauty Parlor(বঁধুয়া সাজ বিউটি পার্লার),23.817974,90.375344,shop_beauty,
Bodruddoza Super Market,23.735882,90.384401,building_commercial,
Bogabari Bazar,23.936518,90.27299,marketplace,
Bogail Bus Stop,23.380422,90.006299,bus_station,
Bogura General Store,23.755335,90.41113,shop_convenience,
Bogurar Doi And Ghol Ghor,23.747604,90.430287,restaurant,
Boi Bazar,23.753489,90.376714,shop_books,Mo-Su 09:00-20:00
Boi Bichitra,23.75413,90.371288,shop_books,
Boi Bichitra,23.806124,90.374146,shop_books,
Boi Bichitra,23.747768,90.380487,shop_books,
Boi Bichitra,23.812243,90.424483,shop_books,
Boi Bitan,23.754049,90.407765,shop_books,
Boimela,23.798957,90.351307,shop_books,
Boisakhy Hairdresser,23.703464,90.419333,shop_hairdresser,
Boishakhi,23.806469,90.36631,shop_clothes,
Boishakhi Bakery & First Food,23.762323,90.415991,shop_bakery,
Boishakhi Chotpoti House,23.766126,90.415609,shop_deli,
Boishakhi Fashion,23.730054,90.410901,shop_yes,
Boishakhi Febrics and Cosmetics,23.700077,90.421017,shop_clothes,
Boishakhi Hotel,23.751579,90.40645,restaurant,
Boishakhi Parlar,23.75589,90.407373,shop_beauty,
Boishakhi Pharmacy,23.77232,90.425713,pharmacy,
Boishakhi Restaurant বৈশাখী রেঁস্তোরা,23.783222,90.347397,restaurant,
Boishaki,23.756297,90.411372,shop_books,
Boishaki Bangla Restora,23.741506,90.383114,restaurant,
Boishaki laundry,23.758425,90.41169,shop_laundry,
Boita Primary School,23.62662,90.083685,school,
Boithok,23.789815,90.401154,restaurant,
Bokhari Biryani,23.720475,90.405977,restaurant,Mo-Su 10:00-05:00
Bola Vai Briyani House,23.745428,90.427599,restaurant,
Bola Vai Vai Medica Hall,23.772216,90.346944,pharmacy,
"Bolibhadra Bazar Bus Stand, Market",23.953859,90.272801,marketplace,
Bolla Coronation High School,24.331396,90.029874,school,
Bollywood Hair Cut,23.76291,90.364588,shop_hairdresser,
Bombay Centre,23.738688,90.384023,shop_clothes,
Bombay Confectionery,23.711194,90.418414,building_commercial,
Bombay Fashion & Fabrics,23.733627,90.384894,shop_clothes,
Bombay Sweets & Chanachur,23.716432,90.396129,restaurant,
Bon Coffee,23.879863,90.260583,shop_tea,
Bonalota Sweets and Bakery,23.799076,90.382047,shop_pastry,
Bondhon Jewellery,23.730775,90.380806,shop_jewelry,
"Bondhon Model Pharma, Pharmacy",24.478599,89.973743,pharmacy,
Bondhu Cosmetic,23.783901,90.4101,shop_cosmetics,
Bondhu Electronics -2,23.834113,90.260292,shop_electronics,
Bondhu Engineering Works,23.709213,90.421083,shop_hardware,
Bondhu Haircut,23.841861,90.387263,shop_hairdresser,
Bondhu Milk Product,23.783485,90.375072,shop_dairy,
Bondhu Mohol Tour -Travels Bus Terminal,23.939156,90.270607,shop_travel_agency,
Bondhu Shoe Store,23.751565,90.407416,shop_shoes,
Bondhu Steel Furniture বন্ধু স্টীল ফার্নিচার,23.847057,90.251195,shop_furniture,
Bondhu Variety store,23.878826,90.259534,shop_variety_store,
Bondhu shope,23.75122,90.404363,shop_hardware,
Bondor Steel Ind. Ltd,23.708471,90.420888,shop_hardware,
"Bonggo Islamia Super Market, A H M Kamruzzaman Sharani, Dhaka",23.723511,90.405434,marketplace,
Bongo Bazaar Bus stop,23.723114,90.405703,bus_station,
"Bongomata School, Majhirghat-Kazirhat Rd, Naodoba",23.405736,90.280322,school,
Bongram Atarunnesa Junior Girls High School,23.748058,89.337407,school,
Bongshai Digital Hospital,24.105108,90.095666,hospital,
Bongshal Rukon Uddin Tahfijul Kur'an Madrasa,23.718198,90.407141,school,
Boni Amin General Store,23.845435,90.387617,shop_convenience,
Boni Hardware & Gats,23.710288,90.424127,shop_hardware,
Bonik Pharmacy,23.838929,90.25559,pharmacy,
Bonoful,23.783359,90.374669,shop_confectionery,
Bonoful Biryani,23.793726,90.387776,restaurant,
"Bonoful Hotel And Restaurant, Asian restaurant",24.160873,90.018264,restaurant,
Bonoful Sweets,23.847042,90.256977,restaurant,
Bonolata Sweets & Bakery,23.809699,90.367655,shop_confectionery,Mo-Su 09:00-23:00
Bonolota Fresh Market,23.733644,90.38235,shop_supermarket,
Bonolota Sweets,23.806073,90.368764,shop_confectionery,Mo-Su 09:00-22:00
Bonolota Sweets and Bakery,23.806323,90.368656,shop_bakery,
BooBa,23.763484,90.362319,restaurant,
Book Corner,23.738632,90.391356,shop_books,
Book Emporium,23.791922,90.423078,shop_books,
Book Palace,23.809854,90.368065,shop_books,Mo-Su 09:00-22:00
Book Palace,23.823521,90.364084,shop_books,Sa-Th 11:00-09:00
Book Shop,23.776874,90.42625,shop_yes,
Book Shop,23.844671,90.388276,shop_books,
Book' Smuggler,23.733698,90.385782,shop_books,Mo-Su 10:00-22:00; Sa 10:00-22:00; PH open
Books Gallery and Stationary,23.807029,90.369955,shop_stationery,
Bookshelf,23.799927,90.355871,shop_books,
Boomer's cafe,23.741673,90.410068,restaurant,
Boomerang Kitchen,23.804206,90.359603,fast_food,
Boomers Cafe,23.812515,90.42539,cafe,
Booshra Dental Clinic,23.765711,90.364454,pharmacy,
Bor Koney,23.739169,90.389201,shop_yes,
Borabo Bazar,23.728466,90.517334,marketplace,
Borabo Bus Stand,23.728668,90.516542,bus_station,
Borabo Government Primary School,23.757486,90.360517,school,
Borak Zohir Tower,23.750368,90.392693,building_commercial,
Bordeshi Bazar বড়দেশী বাজার,23.785995,90.329391,shop_variety_store,
Borishal General Store,23.750826,90.363135,shop_general,
Borishal Medicine,23.744016,90.414641,pharmacy,
Borishal Store,23.751427,90.406196,shop_general,
Borishal Store,23.751611,90.407115,shop_general,
Borka Gallery,23.738634,90.391181,shop_clothes,
Borka World,23.806451,90.366233,shop_clothes,Mo-Sa 10:00-21:00
Borkot Departmental Store,24.673005,89.899559,shop_department_store,
Borkot Enginering,23.703297,90.419365,shop_hardware,
Bormi Hotel & Restaurant,24.225888,90.409533,restaurant,
Borna pharmacy,23.603626,89.838432,pharmacy,
Borno Art,23.736642,90.389796,shop_gift,
Borno Dept. Store,23.743466,90.38637,shop_yes,
Borno Enterprise,23.730651,90.416224,shop_trade,Mo-Su 09:00-18:00
"Bornomala ideal school and college, School",24.009843,90.326051,school,
Bornomala kindergarten,23.711341,90.345465,school,
Boro Bakshanagor Gov. Primary School,23.636317,90.177586,school,
"Boro Gopalpur Chowkidar Kandi Government Primary School, Unnamed Road, Shibchar",23.306209,90.249741,school,
Boro Nouka Ghat Arban Smlam Anonda School,23.782406,90.410016,school,
Boro Nouka Ghat Urban Slum Anonda School,23.782421,90.410014,school,
Boro Vat Mosjid Market,23.723905,90.379625,marketplace,
Borobag Bazar বড়বাগ বাজার,23.804295,90.364229,marketplace,
Boroitala Bus Stop,23.309238,89.998138,bus_station,
Boroitola Mazar Jame Moshjid,23.701154,90.422805,place_of_worship,
Borolia govt primary school,23.511863,90.474487,school,
Borpa Bus Stop,23.747158,90.541422,bus_station,
Borpul Bus Stand বড়পুল বাসস্ট্যান্ড,24.469065,90.770761,bus_station,
Borsha pharmacy,23.846485,90.246468,pharmacy,
"Boshir Agro Farm, Abdullahpur, South Keranigonj, Dhaka",23.660494,90.368212,shop_agrarian,
"Boshudeb Sweet, Sweets and dessert buffet, Rajendrapur Bus Stop, Dhaka - Mawa Hwy, Baghair",23.663721,90.390247,shop_yes,
Bosihakhi Pharmacy,23.980127,90.207937,pharmacy,
Bosila High School,23.746399,90.346257,school,
Bosonto Pharmacy,23.827779,90.357136,pharmacy,
Bosphorus,23.783165,90.416399,cafe,Mo-Mo 08:00-1:00
Boss Sweets,23.795043,90.415153,shop_bakery,
Boss Sweets,23.741742,90.409723,shop_bakery,
Boss Telecom বস্ টেলিকম,23.783115,90.347058,shop_yes,
Boston International School,23.714476,90.418716,school,
Bostro Kutir,23.799899,90.363401,shop_clothes,
Bosunia Trade,23.815178,90.36655,pharmacy,
"Bot Chaya Confectionery, Confectionery store",24.058104,89.875381,shop_yes,
Bot Tola Bazar,23.635426,90.065862,shop_mall,
Bot tola,23.879671,90.265294,restaurant,"Mo-Su 07:00-12:00, 09:00-18:00"
"Bou Bazaar, Market",24.339629,89.924857,marketplace,
Bou Bazar,23.860864,90.262026,marketplace,"Mo-Su,PH 06:00-12:00"
Bou Bazar Market বউ বাজার মার্কেট,23.924816,90.555081,marketplace,
Bou Bazar বউ বাজার,23.811598,90.249582,marketplace,
Boubazar Fish Market,24.44123,90.77219,marketplace,
Boutiques Store,23.75058,90.406615,shop_clothes,
Bow Bazar,23.73971,90.363345,marketplace,
Bow Bazar,23.75296,90.383186,marketplace,"Mo-Su,PH 08:00-21:00"
Bow moni,23.778015,90.361385,shop_beauty,
Bowlfire,23.763455,90.36222,restaurant,
Bowling Footwears and Accessories,23.784395,90.425651,shop_shoes,
Box Burger,23.819962,90.364504,fast_food,
Box Wala,23.761487,90.360759,restaurant,
Boys hall get,22.964446,89.816365,shop_doors,24/7
Boys'hall gate,22.964447,89.816341,shop_doors,
Bozlu & Brothers,23.7146,90.408228,shop_hardware,
Brac Bank,23.748414,90.38637,atm,
Brac Bank,23.751521,90.422863,bank,
Brac Bank ATM,23.836602,90.376612,atm,
Brac Bank ATM,23.758977,90.37348,atm,Mo-Su 00:00-12:00
Brac Bank ATM,23.738353,90.377457,atm,Mo-Su 00:00-12:00
Brac Bank ATM,23.738587,90.393026,atm,
Brac Bank ATM,23.867879,90.310254,atm,
Brac Bank Agent banking,23.737049,90.360308,bank,
Brac Bank Bashundhara Branch,23.813504,90.428119,building_commercial,
Brac Bank Ltd,23.758998,90.373474,bank,
"Brac Bank Ltd, Agent Banking",24.040549,90.738968,bank,10:00-17:00
Brac Bank Uttara,23.867488,90.399328,bank,
Brac Clinic,23.817597,90.373386,clinic,
Brac Dokkhota Unnoyon Proshikknon kendra,23.933566,90.301048,school,
Brac Maternity Center,23.785049,90.41136,clinic,
Brac Maternity Centre(ব্র্যাক মেটার্নিটি সেন্টার),23.827731,90.370098,hospital,
Brac Office,23.751794,90.432349,bank,
Brac Primary School,23.827306,90.357206,school,
Brac School,23.715335,90.369471,school,
Brac School,23.78655,90.411802,school,
Brac bank,23.820459,90.365158,bank,Su-Th 10:00-04:00
Brac neuro developmental disability center,23.786454,90.412179,clinic,
Brac shishu school,23.783791,90.40903,school,
"Brac, Bank",24.496694,89.974378,bank,
Brack Bank Limted,24.046787,90.98643,bank,
Brack School,23.78655,90.411802,school,
Brack bank ltd,23.838881,90.257362,bank,
"Brahman Shashan Womens College, College",24.44276,89.983946,college,
Brahmanshashon AU High School,24.438228,89.985734,school,
Brahmonchiron Government Primary School,23.716684,90.430733,school,
Brahmondi Kamini Kishore Moulik Government High School,23.934125,90.722312,school,
"Brain Station 23, Mirpur DOHS Branch",23.837032,90.366122,building_commercial,
Brain and Mind Hospital,23.76072,90.38927,hospital,
Brammon Kanda Bazar ব্রাম্মনকান্দা বাজার,23.533611,89.674153,marketplace,
Brammon Kanda ব্রাম্মনকান্দা,23.533929,89.674545,shop_yes,
Brand Park,23.776904,90.42604,shop_clothes,
Brand Q,23.81264,90.423687,shop_clothes,
Brand Q,23.814358,90.424114,shop_clothes,
Brand Sports Shop,23.726779,90.381979,shop_sports,10:00-22:00
Bravat,23.793045,90.401976,shop_doityourself,Mo-Su 10:00-20:00
Bread & Beyond,23.792356,90.404672,cafe,
Bread And Beyond,23.752358,90.419699,cafe,
Bread and Beyond,23.752374,90.419576,restaurant,
Bread and Beyond,23.812028,90.422084,fast_food,
Bread and Beyond,23.75262,90.382565,shop_bakery,
Breeze Restaurant,23.834071,90.418041,restaurant,
Bresba Medical Services LTD.,23.729952,90.334059,hospital,
Brewd Harmony Coffee Roasters,23.738909,90.378719,restaurant,
Briani House,23.705102,90.42687,cafe,
"Brick Field Farm, Shopping mall",23.997985,90.347886,shop_mall,
Bridal Henna,23.745501,90.38921,shop_beauty,
"Bright Al-Mamun Ideal School, Kathalbari",23.4175,90.224679,school,
Bright Electronics,23.854642,90.41243,shop_electronics,
Bright Future Kindergarten,23.746726,90.433708,school,
Bright Future Life Kindergarten,23.713871,90.371845,school,
Bright Gallery,23.809664,90.372792,shop_boutique,
Bright Home,23.738909,90.38805,shop_doityourself,
Bright House,23.816966,90.365648,shop_electronics,
Bright Metal Store,23.713538,90.412189,shop_hardware,
Bright Star,23.733104,90.38467,shop_clothes,"Mo, We-Su 09:00-22:00"
Bright Star Junior High School,23.78368,90.35519,school,
"Bright life kindergarten and High School, Jhaubari Rd, Keraniganj",23.697173,90.399496,school,
Brightness Academic Coaching ( Coaching Center),23.755694,90.411143,school,
Bristi Tailor's & Fabrics,23.855103,90.412531,shop_tailor,
Bristy Benaroshi Silk House,23.812781,90.370977,shop_clothes,
Bristy Leather,23.78514,90.367332,shop_leather,
"Bristy Model School, School",24.418029,89.99343,school,
Bristy Nursery,23.824507,90.353851,shop_garden_centre,07:00-07:00
Broadway Building,23.803093,90.396063,building_commercial,
Broccolia,23.745922,90.371333,restaurant,
Brother Cloth Stor,23.707575,90.420891,shop_clothes,
Brother Optics,23.799253,90.354624,shop_optician,"Mo-Su 09:00-14:00,15:30-22:00"
Brother's Electronics,23.842313,90.253851,shop_electronics,
Brother's Medical Hall,24.223188,90.757385,pharmacy,
Brothers & Tech,23.738566,90.385529,shop_computer,
Brothers Confectionery,23.786862,90.425977,shop_confectionery,
Brothers Filling Station ব্রাদার্স ফিলিং স্টেশনের,23.430064,89.958437,fuel,
Brothers Pharmacy(ব্রাদার্স ফার্মেসী),23.828119,90.367883,pharmacy,
Brothers Steel,23.708522,90.421057,building_commercial,
Brothers Thai Technology,23.777514,90.425602,shop_trade,
Brothers Trade Center,23.783216,90.428992,shop_yes,
Brothers Trading,23.777471,90.425601,shop_tiles,
"Brothers Transport Ltd, Babubazar Bridge, Dhaka",23.710018,90.402633,shop_travel_agency,
Brothers Tredurs,23.69822,90.426878,shop_mobile_recharge,
Brothers Watch And Electronics,23.780498,90.416324,shop_watches,
"Brothers poultry International, Nimtoli, City Corporation Market., Fulbaria, Dhaka",23.723084,90.405112,shop_yes,
Brunch at Bailey,23.742079,90.409453,restaurant,
Brutown,23.742768,90.40759,restaurant,10:00-22:00
Bsmrstu Main Gate,22.965529,89.815977,shop_doors,
Bucher Shop,23.784782,90.410427,shop_butcher,
Buckle Up,23.814269,90.424903,shop_clothes,
Buddu Biriany House,23.699482,90.421461,shop_food,
Buddur Purir Dokan,23.705719,90.417769,restaurant,
Buddy's Cafe,23.810096,90.365864,restaurant,
Buffet Launge,23.819873,90.364706,restaurant,
"Bugmara Telam Bazar, Unnamed Road, Shibchar",23.303651,90.099435,marketplace,
Bukhara,23.793462,90.405707,restaurant,
"Bulbul Academy, School",24.243781,89.936486,school,
"Bulbul Residential Model School, High school",24.251428,89.917632,school,
Bulkon,23.758799,90.412671,shop_general,
Bunan,23.741861,90.408729,shop_clothes,
Bundose,23.752332,90.417988,restaurant,
Buraich Primary School,23.299845,89.694666,school,
Bureuo Veritous,23.756163,90.391215,building_commercial,
Burfe,23.762912,90.433763,restaurant,
Burg and Drinks,23.809034,90.362902,fast_food,
Burger House,23.806693,90.354044,fast_food,
Burger King,23.791065,90.403511,fast_food,
Burger King,23.795485,90.413542,fast_food,Mo-Su 09:00-02:00
Burger King,23.738371,90.37574,fast_food,10:00-10:00
Burger King,23.812281,90.423747,fast_food,
Burger King,23.800477,90.355179,fast_food,Mo-Su 10:00-22:30
Burger King,23.874692,90.398436,fast_food,
Burger Lab,23.802342,90.353232,fast_food,
Burger Lab,23.812559,90.425517,fast_food,
Burger Lab - Uttara,23.876093,90.390993,fast_food,
Burger Land,23.754386,90.415631,restaurant,
Burger Mania - Uttara,23.863682,90.386209,fast_food,
Burger NCC,23.797003,90.36524,fast_food,
Burger Time,23.762147,90.433324,fast_food,
Burger Time,23.762015,90.433484,fast_food,
Burger Xpress,23.741937,90.410676,restaurant,
Burger Xpress,23.762373,90.361244,restaurant,
Burger Xpress - Uttara,23.878794,90.390869,fast_food,
Burger Xpress Mirpur,23.809597,90.370466,restaurant,
Burger Zone,23.695056,90.475824,fast_food,
Burger in,23.741918,90.410298,restaurant,
Burger.com,23.762861,90.359147,restaurant,
Burgerology,23.740594,90.390034,fast_food,10:30-23:00
Burgerology,23.812293,90.424598,fast_food,
"Buriganga Setu Market, Burigonga setumarket, Dhaka",23.692856,90.434295,marketplace,
"Burir Haat Bus Stop, Vedorgonj - Shariatpur Rd",23.180611,90.387078,bus_station,
Burmatic Furniture,23.795764,90.373604,shop_furniture,
"Burn & Plastic Surgery Unit, Hospital, Secretariate Road, Dhaka Medical College Hospital, Dhaka",23.724655,90.39949,hospital,
Bus Stand bazar,23.868902,89.998817,shop_supermarket,"Mo-Su,PH 05:00-22:00"
"Bushra Clinic, Hospital",23.799351,90.355491,hospital,
Bushra Dental Clinic,23.76573,90.364465,clinic,
Bushra Genera Store,23.737606,90.387426,shop_convenience,
Bushra Pharmacy,23.769459,90.368528,pharmacy,
Business Care,23.73047,90.416274,shop_trade,
Business Point BD,23.809405,90.366875,shop_mobile_phone,
Busra Medicine,23.787071,90.425824,pharmacy,
Busy Kids,23.751123,90.390892,shop_toys,
Butcher,23.78302,90.409843,shop_butcher,
Butcher,23.783354,90.409965,shop_butcher,
Butcher,23.782942,90.409862,shop_butcher,
Butterfly,23.806933,90.369928,shop_electronics,
Butternote,23.792895,90.408463,cafe,Mo-Su 09:30-23:00
Buy Perfume in Bangladesh,23.73743,90.377105,shop_perfumery,We-Mo 10:30-20:30
C,23.993337,90.256858,marketplace,
C & B Bazar,23.994739,90.760145,marketplace,
C R P,23.85625,90.265914,hospital,
C mainor,23.739354,90.375187,restaurant,
C.P.,23.708685,90.414738,restaurant,
"C.P. Bangladesh Co., Ltd.(Tongi Branch)",23.926367,90.39128,shop_wholesale,
CA Bhaban,23.752442,90.392685,building_commercial,
CANVAS Educational Institute(ক্যানভাস এডুকেশনাল ইন্সটিটিউট),23.826511,90.360706,school,
"CARE AND CURE DIAGNOSTIC CENTER, Hospital",23.82669,90.039957,hospital,
CARRY HOME,23.738983,90.387965,shop_curtain,
CAT's EYE,23.806549,90.366849,shop_clothes,
CAT's EYE,23.806435,90.366859,building_commercial,
CB TOURS AND TRAVELS,23.767211,90.361694,shop_travel_agency,
CBC ATM,23.812111,90.423948,atm,
CBT Police Fari,23.740075,90.369598,police,
CDC Shopping Complex,24.248693,89.913666,shop_variety_store,
CDC Shopping Complex,24.250326,89.914466,shop_yes,
"CDIP-Porabari Branch, Bank",24.057545,90.388963,bank,
"CDK DOOR ND FURNITURE, Dhaka - Khulna Hwy, Kalakandi",23.660243,90.36521,shop_furniture,
CFC,23.737903,90.396307,restaurant,
CFC,23.778222,90.361325,fast_food,Mo-Su 08:00-02:00
CFC (California Fried Chicken),23.747326,90.380339,fast_food,
CHANDPUR SOHAD HOTEL,23.809011,90.36698,restaurant,
CHONDRALEE,23.79182,90.413744,building_commercial,
CHOWDHURY GAON  HIGH SCHOOL,23.622131,90.573396,school,
CID Headquarters,23.743122,90.413792,police,
CIty Hospital,23.753978,90.365507,hospital,
"CJ Hostel Madrasah, College",24.246065,89.913135,college,
CLOSET CLOUD,23.790687,90.404614,shop_clothes,
CNC,23.836163,90.371222,cafe,10:00-22:00
CNG,23.72197,90.421965,fuel,
"CNG Filling Shop, Gas station",24.596628,90.025516,fuel,
CNG Filling Station,23.731282,90.363198,fuel,
CNG Filling Station সিএনজি ফিলিং স্টেশন,24.312459,89.922156,fuel,
CNG Fuel Station,23.750901,90.396007,fuel,
CNG Repearing,23.709129,90.424011,parking,
CNG Station,23.663121,90.56363,fuel,
CNG Station,23.652778,90.578806,fuel,
CNG Station সিএনজি স্টেশন,23.794696,90.29515,fuel,
CNG restaurant,23.779842,90.408189,restaurant,
CNG restaurant,23.779841,90.408151,restaurant,
CNS Computer,23.599807,89.826638,shop_computer,
CO-Operative Shopping Mall,23.797736,90.352522,shop_supermarket,
COFFEE WORLD,23.79074,90.404113,cafe,
CP,23.838578,90.252242,restaurant,
CP,23.753125,90.405934,fast_food,
CP,23.720862,90.413427,fast_food,
CP,23.760399,90.389202,shop_bakery,
CP 5 Star,23.745721,90.433773,restaurant,
CP Chicken,23.748211,90.432925,fast_food,
CP Chicken,23.751881,90.422805,fast_food,
CP FIve Star,23.800762,90.35502,fast_food,
CP Fastfood,23.85102,90.258928,fast_food,
CP Five Star,23.734059,90.406552,restaurant,
CP Five Star,23.733399,90.410002,fast_food,
CP Five Star,23.724415,90.395541,fast_food,
CP Five Star,23.731729,90.430428,restaurant,24/7
CP Five Star,23.717428,90.402111,fast_food,
CP Five Star,23.791566,90.422511,fast_food,
CP Five Star,23.851533,90.417092,fast_food,
CP Five Star,23.738693,90.37446,fast_food,Mo-Su 09:00-22:00
CP Five Star,23.721915,90.405722,fast_food,"Mo, We-Su 09:00-12:00"
CP Five Star,23.71296,90.411675,fast_food,Mo-Su 09:00-22:00
CP Five Star,23.760993,90.43623,fast_food,
CP Five Star,23.740123,90.427756,fast_food,
CP Five Star,23.736251,90.386189,fast_food,09:00-22:00
CP Five Star,23.807878,90.374105,fast_food,
CP Five Star,23.858473,90.261937,fast_food,PH open
CP Five Star,23.747076,90.428276,restaurant,
CP Five Star,23.809558,90.369231,fast_food,
CP Five Star,23.812471,90.42519,fast_food,
CP Five Star,23.784354,90.367908,fast_food,
CP Five Star,23.789595,90.388103,fast_food,
CP Five Star,23.791286,90.401627,fast_food,
CP Five Star,23.761277,90.361409,cafe,
CP Five Star,23.80697,90.362016,fast_food,
CP Five Star,23.799901,90.36361,fast_food,
CP Five Star,23.77234,90.354801,restaurant,10:00-21:00
CP Five Star সিপি ফাইভ স্টার,24.220237,90.412206,restaurant,
CP Five Star সিপি ফাইভ স্টার,23.893799,90.404047,fast_food,
CP Five Star সিপি ফাইভ স্টার;Fry Town Restaurant চড়ুইভাতি টাউন রেঁস্তোরা,23.889712,90.271823,restaurant,
CP Fried Chicken,23.779302,90.379029,fast_food,
CP Fried Chicken,23.74541,90.371661,restaurant,
CP Fried Chicken,23.760077,90.367782,fast_food,
CP Fried Chicken,23.790761,90.37545,fast_food,
CP Fried Chicken সিপি ফ্রাইড চিকেন,23.908447,90.397347,restaurant,
CP five Star,23.741736,90.390053,fast_food,
CP food,23.789303,90.352366,restaurant,Mo-Su 09:00-21:00
CP fried chicken,23.864576,90.401724,fast_food,
CPC,23.840309,90.357163,hospital,
"CPC-3 RAB-10 ( Lalbagh), Federal police",23.714641,90.383155,police,
CSD,23.792758,90.399243,shop_supermarket,
CSD,23.836077,90.364583,building_commercial,
CSD BIG,23.801897,90.395509,shop_supermarket,
CSD Exclusive Shop (BOF),24.03757,90.416993,shop_supermarket,
CSD Mohakhali DOHS,23.784663,90.39689,shop_supermarket,
"CSD Tongi, Motor vehicle dealer",23.897548,90.399031,shop_motorcycle_repair,
CSD small,23.803147,90.396248,shop_supermarket,
CV linked Training,23.787812,90.377117,building_commercial,
CWAP Clinic,23.735499,90.364907,clinic,
Cabin Block,23.739674,90.395369,hospital,
Cable Dish,23.753639,90.406807,shop_video,
Cadet Academy,24.253656,89.916122,pharmacy,
Cadet College Club,23.840179,90.48652,restaurant,
Cadni Tailor,23.754981,90.407762,shop_tailor,
Cadny Ladies Tailors,24.419859,90.65206,shop_clothes,
Cadpur General Store,23.755063,90.407706,shop_convenience,
Cafe 16,23.622409,90.500842,cafe,
Cafe 21,23.772469,90.365505,fast_food,
Cafe 3,23.752546,90.418738,cafe,
Cafe 360,23.810099,90.36599,fast_food,
Cafe 46,23.763341,90.361873,restaurant,
Cafe 52,23.794551,90.41276,restaurant,
Cafe 99,23.807433,90.375319,cafe,
Cafe Adda ক্যাফে আড্ডা,24.091793,90.173863,cafe,
Cafe Adda ক্যাফে আড্ডা,23.846606,90.257478,cafe,
Cafe Al Mamun,23.762491,90.361201,cafe,
Cafe Appeliano,23.752012,90.421402,restaurant,
Cafe Appleliano,23.738696,90.375516,restaurant,"Mo-Th,Sa-Su 12:00-23:00; Fr 14:00-23:00"
Cafe Avengers,23.836464,90.376709,restaurant,
Cafe Basomoti,23.783434,90.341885,restaurant,
Cafe Bismillah Restaurant,23.771526,90.425403,restaurant,
"Cafe Boyati (kebab & Juice bar), Restaurant, Bashu Bajar Lane, Dhaka 1100",23.712152,90.422928,restaurant,
Cafe Coffee Day ক্যাফে কফি ডে,23.838937,90.257526,restaurant,
Cafe Coffee Day ক্যাফে কফি ডে,23.839173,90.257547,restaurant,
Cafe Colombia,23.780228,90.417032,restaurant,
Cafe Costaba,23.751039,90.420891,cafe,
Cafe Cottage ক্যাফে কুটির,23.607757,89.858928,cafe,
Cafe Darbar,23.741797,90.373555,restaurant,
Cafe De Cold,23.810383,90.366482,fast_food,
Cafe Delight,23.861247,90.399743,cafe,
Cafe Deltaco,23.848485,90.479612,restaurant,
Cafe Droom,23.744553,90.372063,cafe,
Cafe Express,23.765239,90.358484,restaurant,
Cafe Gaibandha,24.050328,90.234932,restaurant,
Cafe Glory,23.806259,90.373317,cafe,
Cafe Green,23.810148,90.366023,cafe,
Cafe Highway Inn,23.49467,90.269766,restaurant,11:00-22:00
Cafe House,23.190517,90.320333,shop_tea,
Cafe House tea,23.190532,90.320337,shop_tea,
Cafe Imperial,23.80797,90.372451,restaurant,"PH,Mo-Su 10:00-22:00"
Cafe IraMon,23.793215,90.365462,restaurant,
Cafe Kabbo,23.762678,90.430758,cafe,
Cafe Karagar,23.621896,90.497885,cafe,
Cafe Kolmilota restaurant.,23.907998,90.398091,restaurant,
Cafe Limali,23.84942,90.257707,cafe,
Cafe Magic,23.764297,90.389583,cafe,
Cafe Mango,23.781799,90.417727,restaurant,10:00-22:00
"Cafe Manpura Restaurant And Party Centre, Fast food restaurant",23.915683,90.31519,restaurant,
Cafe Matro,23.838642,90.254817,cafe,
Cafe Mecca Biryani House ক্যাফে মক্কা বিরানী হাউজ,23.902355,90.412548,cafe,
Cafe Metro,23.844587,90.252661,restaurant,
Cafe Mormor,23.738592,90.39294,cafe,"Mo-Th,Sa-Su 10:00-22:00; Fr off"
Cafe N15,23.806666,90.353961,cafe,
Cafe Noor Hotel & Restaurant,23.734449,90.417863,restaurant,Mo-Su 07:00-23:00
Cafe Party Center,23.777535,90.396753,restaurant,
Cafe Prince,23.874465,90.367809,cafe,
Cafe Rajdhani Restaurant,23.942652,90.271317,restaurant,
Cafe Rondhon Restora,23.792209,90.365356,restaurant,
"Cafe Saadi Restaurant, Mayor Mohammad Hanif Flyover, Dhaka",23.714201,90.42568,restaurant,
Cafe Samabesh,23.738543,90.393387,cafe,
Cafe Shadhin,23.712492,90.450214,restaurant,
Cafe Shantima Hotel and Restaurant,23.938623,90.270219,restaurant,
Cafe Sun,23.739014,90.367414,restaurant,
Cafe Surma Hotel and Restaurant,23.752397,90.393819,restaurant,24/7
Cafe Sweet And Savoury,23.751862,90.42198,restaurant,
Cafe Tales,23.759059,90.36217,restaurant,
Cafe Vista,23.839932,90.357425,cafe,
Cafe Vista Extension,23.839993,90.357341,cafe,
Cafe bogdad,23.756758,90.360956,cafe,
Cafeteria,23.879373,90.270645,restaurant,
Cafeteria,23.734341,90.382367,college,
Cafeteria,23.737481,90.384177,cafe,"Mo-Th,Sa-Su 10:00-22:00"
Cafeteria,24.096211,90.117754,cafe,
Cafeteria 1,23.736439,90.379654,cafe,
Cafeteria 2,23.736459,90.379451,cafe,
Cafeteria ক্যাফেটেরিয়া,23.709032,90.410784,cafe,Mo-Su 07:00-19:00
Caffe,23.764521,90.413493,shop_coffee,
