name,lat,lon,type,opening_hours
Sonali Bank,23.838937,90.254346,bank,
Sonali Bank,23.747338,89.645562,bank,
Sonali Bank,23.79742,90.353499,bank,
Sonali Bank,23.797628,90.353554,bank,"Mo-Th, Su 10:00-16:00"
Sonali Bank,23.732572,90.419789,bank,"Mo-Th, Su 10:00-16:00"
Sonali Bank,23.743973,90.414722,bank,
Sonali Bank,23.760078,90.367933,atm,
Sonali Bank Limited,23.756679,90.361008,bank,
Sonali Bank Limited,23.785941,90.331078,bank,
Sonali Bank Limited,23.510631,90.467509,bank,
Sonali Bank Limited,23.888004,90.664296,bank,
Sonali Bank Limited,23.853561,90.669074,bank,
Sonali Bank Limited,24.416006,91.05331,bank,
Sonali Bank Limited,23.632777,90.525112,bank,
Sonali Bank Limited,23.744037,90.424376,bank,Su-Th 09:00-16:00
Sonali Bank Limited,23.715725,90.408543,bank,"Mo-Th, Su 10:00-16:00"
Sonali Bank Limited,23.818287,90.365753,bank,
Sonali Bank Limited,23.815097,90.595414,bank,
"Sonali Bank Limited, Progoti Sharani Branch",23.77773,90.425453,bank,
"Sonali Bank Limited, Public sector bank, Madaripur - Dhaka Highway, Madaripur",23.167376,90.196468,bank,
"Sonali Bank Limited, Segunbagicha Branch",23.734334,90.40814,bank,
Sonali Bank Ltd,23.762527,90.388902,bank,
Sonali Bank Ltd,24.327948,90.679838,bank,
"Sonali Bank Ltd, Abdullahpur, Dhaka",23.659191,90.360123,bank,
"Sonali Bank Ltd, Kendua Branch",24.702362,89.889263,bank,
Sonali Bank PLC,23.74805,90.432957,bank,
Sonali Bank PLC | B Wapda Corporate Branch,23.723589,90.421784,bank,
"Sonali Bank PLC | City Building Branch, Public sector bank, Nagar Bhaban, Dhaka",23.723755,90.408,bank,
"Sonali Bank PLC, Babu Bazar Branch, Babubazar Bridge, Dhaka",23.710662,90.403039,bank,
"Sonali Bank PLC, Dhaka University Corporate Branch, Katabon Rd, Dhaka",23.735139,90.390441,bank,"Mo-Th,Su 10:00-17:00; Fr-Sa off"
"Sonali Bank PLC, NCTB Branch",23.72804,90.419588,bank,
"Sonali Bank PLC., Dayaganj Branch , Doyagonj New Rd, Dhaka",23.710732,90.424019,bank,
Sonali Bank Pangsha,23.787595,89.417474,bank,
"Sonali Bank limited, Dhaka - Barisal Highway, Mawa",23.473768,90.262941,bank,
"Sonali Bank, Registration Complex Branch",23.765189,90.404336,bank,
Sonali Bazar,23.738292,90.372746,shop_supermarket,
Sonali Bedding House,23.738955,90.387766,shop_bed,
Sonali Bug Hairdresser,23.751707,90.411368,shop_hairdresser,
Sonali Fabrics,23.738938,90.38762,shop_fabric,
Sonali Furniture,23.847235,90.255267,shop_furniture,
"Sonali Hair Style Salon, Hair salon",23.84559,89.829867,shop_hairdresser,
Sonali Jori House,23.739038,90.389849,shop_yes,
Sonali Market সোনালী বাজার,23.685609,90.482103,shop_mall,
Sonali Nupur Community Center,23.705861,90.420471,community_centre,
Sonali Steel Furniture 2 সোনালী স্টীল ফার্নিচার ২,23.847065,90.254838,shop_furniture,
Sonali Telecom,23.700886,90.428206,shop_Mobile_Recharge,
Sonali Traders,23.713533,90.411819,shop_hardware,
Sonamia Mishtanno Vandar,23.70418,90.422702,restaurant,
"Sonar Bangla CNG Filling Station, Zahir Raihan Rd, Dhaka",23.724312,90.396844,fuel,24/7
Sonar Bangla Gift Point,23.736429,90.38961,shop_gift,
Sonar Bangla Ideal School And B.M College,23.925919,90.262887,school,
Sonar Bangla Optics,23.809444,90.372953,shop_optician,
Sonar Bangla Plaza,23.402912,90.151505,marketplace,
Sonar Bankgla Banijjoloy,23.798273,90.350324,shop_department_store,
Sonar Bankgle Store,23.734066,90.38326,shop_yes,
Sonarang Govt. Primary School,23.522773,90.46362,school,
Sonarang Petrol Station,23.526193,90.460438,fuel,24/7
Sonargaon,23.753686,90.376586,shop_pastry,Mo-Su 08:00-22:00
Sonargaon  Phatmacy,23.80852,90.360945,pharmacy,
Sonargaon Biriyani,23.806751,90.368471,restaurant,
Sonargaon Mohammadia Madrasha & Orphanage সোনারগাঁও মোহাম্মদীয়া মাদ্রাসা ও এতিমখানায়,23.640574,90.593348,school,
Sonargaon Motors,23.805688,90.36754,shop_hardware,"Mo-Su,PH 08:00-10:00"
Sonargaon Pharmacy(সোনারগাঁও ফার্মেসী),23.827626,90.370775,pharmacy,
Sonargaon Police Station,23.645115,90.61089,police,
Sonargaon Rajdani Hotel & Restaurant,23.648684,90.586913,restaurant,
Sonargaon Sweets And Confectionery,23.936204,90.274515,shop_confectionery,
"Sonargaon Tiles & Sanitary, Nahar Plaza, Sonargaon Road, Dhaka",23.745337,90.392676,shop_tiles,
Sonargaw Rice Agency,23.798481,90.350711,shop_department_store,
Sonarong Petrol Station,23.526197,90.46037,fuel,
Sonarong Pilot High School,23.522193,90.464373,school,
Sonartori Tower,23.746098,90.392951,building_commercial,
Sonaul VCD Corner,23.214438,89.696644,shop_electronics,
Sondar Shoe,23.734544,90.38481,shop_shoes,10:00-20:00
Sondesh,23.73858,90.3931,shop_books,
Sondhani M Store,24.077973,90.209948,pharmacy,
Sondhani Optics,23.815288,90.366567,shop_optician,Mo-Su 09:00-22:00
Songgi Cycle Store,23.854424,90.386203,shop_bicycle,
"Songita Electronics, Keraniganj",23.695958,90.398239,shop_electronics,
Songkramok Badhi Hospital,23.774044,90.405225,hospital,
Sonia Cycle Store And Repeiring shop,24.188635,90.426266,shop_yes,
Sonia Medicine Corner,23.721384,90.405884,pharmacy,Mo-Su 08:00-23:00
Sonia Nurching Home,24.266364,89.925218,hospital,
Sonika Pharmacy,23.848193,90.25625,pharmacy,
Sonika Pharmacy সোনিকা ফার্মেসী,23.848315,90.256227,pharmacy,
Soniya Handicraft,23.737891,90.383865,shop_fabric,
Sonka Junior High School,24.002705,89.929781,school,
Sonkor store,23.846214,90.244752,shop_yes,
Sonpara Bazar,23.831826,90.611262,marketplace,
Sonpara Bus Stop,23.831486,90.611451,bus_station,
"Sonte Market, Grocery store",24.008158,89.85098,shop_yes,
Sony,23.847754,90.25634,shop_electronics,
Sony,23.782769,90.425597,shop_electronics,
Sony,23.757816,90.37417,shop_electronics,"Mo, We-Su 09:00-21:00"
Sony,23.813697,90.424697,shop_mobile_phone,
Sony,23.78601,90.377428,shop_electronics,
Sony Centre,23.795306,90.415039,shop_electronics,
Sony Electonics and Telecom,23.808459,90.378694,shop_electronics,
Sony Motors,23.712259,90.414589,shop_car_parts,
Sony Shawroom,23.730419,90.409517,shop_electronics,
Sony Showroom,23.750813,90.392624,building_commercial,
Sony Showroom সনি শোরুম,23.604419,89.831096,shop_electronics,
Sony Square,23.800527,90.355098,shop_supermarket,
Sony drug house,23.703472,90.420322,pharmacy,
"Sonya Enterprise Garage, Car repair and maintenance service",24.289113,89.917868,shop_car_repair,
Sopna Pharmacy,23.758214,90.366985,hospital,
Sopnil Labratory School,23.820306,90.380896,school,
"Sopnil Mamun fashion house, Shopping mall",24.024228,89.851269,shop_mall,
Sopno Chuwa,23.756433,90.411701,shop_beauty,
Sopon Telecom,23.783594,90.411799,shop_electronics,
Soptodinga,23.824042,90.364726,shop_supermarket,
Sorcha Mitti,23.809592,90.368509,restaurant,
Sordar,23.213991,89.697502,building_commercial,
"Soriyotpur Steel Corporation, Sheet metal contractor, Dholaikhal Rd, Dhaka",23.711191,90.417163,shop_yes,
"Sorkar Hardware and Electronic(Roshid Hardware), Store",24.615922,89.998692,shop_yes,
Sorkar Pharma,23.764239,90.349717,pharmacy,
"Sorkari Bohi:Bivagio Dispensary, Government hospital",23.788207,90.3471,hospital,
"Sorker Pharmacy, Pharmacy",23.788243,90.34032,pharmacy,
Sorna Medical Service,23.769436,90.356178,pharmacy,
Sorna Store,23.696643,90.430172,shop_yes,
Sorna Tailor,23.705987,90.424155,shop_tailor,
Sornali Bostro Bitan,23.791188,90.388009,shop_clothes,
Sornali Somiti,23.989927,90.239834,shop_yes,
Sornolata bekary,23.798993,90.351372,fast_food,
Sornolota Telecom,23.704323,90.424023,shop_Mobile_recharge,
Sorok-Ghat bazar,24.129238,90.374109,marketplace,
Sosok Confectionery,23.846503,90.246409,shop_confectionery,
Sotata Kindergarten School(সততা কিন্ডারগার্টেন স্কুল),23.818942,90.368206,school,
Sotorupa Pharmacy,24.39542,89.993508,pharmacy,
Sotota Bakery,23.756001,90.407511,shop_bakery,
Sotota Bakery,23.755505,90.407219,shop_bakery,
Sotota International School (সততা ইন্টারন্যাশনাল স্কুল),23.773537,90.353162,school,
Sotota Medical Center,23.778176,90.369521,clinic,
"Sotota Pharmacy and Depertmental Store, Pharmacy",23.787275,90.341421,pharmacy,
Sotota Telecom,23.751697,90.407196,shop_mobile_phone,
Soudagar hotel & Restaurant,24.051178,90.86906,restaurant,
Soudia Hotel and Restaurant,23.978537,90.732191,restaurant,
Souk Al Hadid Iron Market,23.689272,90.431618,marketplace,
Soukhin Pan,23.81204,90.369586,shop_e-cigarette,
Soukhin cosmetics,23.92422,90.262057,shop_cosmetics,
SoulTime,23.754766,90.375917,cafe,"Mo, We-Su 09:00-22:00"
Sourab hear cut,23.865809,90.258894,shop_beauty,
Sourav General Store,23.782624,90.428429,shop_general,
Sourav General Store-2,23.782709,90.428386,shop_general,
Source,23.761293,90.372101,shop_gift,
Source BD,23.738718,90.386283,shop_computer,
Sourov medical hall,23.751629,90.403422,pharmacy,
Sously's,23.755107,90.375773,fast_food,Mo-Su 09:00-22:00
SoutEast Bank Ltd,23.812791,90.366778,bank,Sa-Th 08:00-15:00
South Badda Bazar,23.774397,90.420715,marketplace,
"South Bangla Agriculture & Commerce Bank Limited, Golam Bazar Rd, Keraniganj",23.699795,90.397415,bank,
South Bangla Agriculture & Commerce Bank Ltd,23.936336,90.273902,bank,
South Bengal CNG Filling Station,23.937193,90.289279,fuel,
South Bengal Hotel and Restaurant,23.794629,90.352121,restaurant,
South East Bank ATM,23.812812,90.366774,atm,
South East Bank Ltd,23.750828,90.424378,bank,
South East Bank limited,23.726729,90.416774,bank,
"South Kelia Government Primary School, School",23.910763,90.200055,school,
South Keranigonj Police Station দক্ষিণ কেরানীগঞ্জ পুলিশ থানা,23.681783,90.415956,police,
South Line Bus Counter দক্ষিণ লাইন বাস কাউন্টার,23.591783,89.814937,bus_station,
South Point School,23.752885,90.416524,school,
South Point School & College,23.781917,90.399512,school,
South Point School and College,23.75393,90.415976,school,
South-West Bus Tarminal,23.912032,90.260163,bus_station,
Southeast Bank,23.806015,90.352091,atm,
Southeast Bank,23.747632,90.370294,bank,
Southeast Bank ATM,23.764256,90.42985,atm,
Southeast Bank ATM,23.806028,90.352156,atm,
"Southeast Bank Atm Booth, Dhaka - Sylhet Hwy, Dhaka",23.721213,90.417192,bank,
Southeast Bank Limited,23.784969,90.417178,bank,
Southeast Bank Limited,23.783428,90.564669,bank,
Southeast Bank Limited,23.859076,90.400821,bank,
Southeast Bank Limited,23.743196,90.412859,bank,
Southeast Bank Limited,23.744368,90.425533,bank,
Southeast Bank Limited,23.721778,90.425322,bank,
"Southeast Bank Limited, Private sector bank, Kazi Bhaban , New Elephant Rd, Dhaka",23.7392,90.386263,bank,
Southeast Bank Ltd,23.754374,90.388956,bank,"Mo-Th, Su 10:00-16:00"
Southeast Bank Ltd,23.784263,90.378017,bank,
Southeast Bank PLC,23.751562,90.43234,bank,
"Southeast Bank limited, ATM Booth, Narinda, Dhaka",23.710619,90.418188,bank,
"Southern CNG Filling Station, Gas station",23.901429,90.040045,fuel,
Southern Knitware,24.009859,90.326053,building_commercial,
Southest Bank Lrd,23.741467,90.383489,atm,
Soya,23.810123,90.366239,restaurant,
Soya Bazar,24.669163,89.87144,marketplace,
"Soya Computers, Deulabari, Computer service",24.555383,89.995933,shop_computer,
Soyabean canteen সয়াবিন ক্যান্টিন,23.917942,90.245071,cafe,
Space,23.766275,90.358467,shop_shoes,
Spardon Hijab,23.750692,90.409129,shop_tailor,
Sparkle Ratry,23.785393,90.367254,shop_hairdresser,
Sparrow,23.739208,90.388295,shop_shoes,
Special Physiotherapy Center,23.554213,90.53268,clinic,
Spectra Convention Centre,23.777963,90.413555,building_commercial,
Spice And Spice,23.734315,90.423574,restaurant,
Spice N Ice Restaurant,23.702319,90.435126,restaurant,
Spice Shop,23.711104,90.424769,shop_yes,
Spicy Burger Express,23.763784,90.363139,restaurant,
Spicy Chicken Restaurant & Fast Food,23.768324,90.425207,restaurant,
Splash,23.813638,90.423574,shop_clothes,
Splash,23.81439,90.424689,shop_clothes,
Splash,23.790742,90.40577,shop_clothes,
Splash Bangladesh,23.814181,90.423512,shop_clothes,
Spondon,23.736032,90.389317,shop_gift,
Spondon Award,23.736475,90.389652,shop_gift,
Spondon Musical Instruments,23.73861,90.392903,shop_musical_instrument,
Spondon Pharmacy,23.604649,89.836482,pharmacy,
Sports 59,23.806938,90.362039,shop_sports,
Sports Gallery,23.810093,90.365609,shop_sports,
Sports Shop,23.726214,90.381907,shop_yes,
Sports Solution,23.810551,90.362302,shop_sports,
Sports Store,23.854206,90.386699,shop_sports,
Sports World,23.745032,90.381531,shop_yes,
Sports World Asian Sky Shop,23.762821,90.359161,shop_sports,
Sprezzatura,23.788842,90.402445,building_retail,
Spring Onion,23.874735,90.400186,restaurant,
Square College of Nursing,23.742847,90.372053,college,
Square Hospitals,23.753028,90.38171,hospital,
"Square Maternity Diagnostic Centre, Medical Center",23.857711,90.31224,shop_medical_supply,
Square Toiletries,23.740609,90.525771,shop_yes,
Square apharmacy,23.720876,90.389341,pharmacy,
Square electronics ltd,23.817701,90.365918,shop_electronics,
Square hospital Consultation and Diagnostic centre,23.791109,90.40156,hospital,
Srabon,23.805712,90.364979,shop_clothes,
Srabon Medical,24.262621,89.922949,pharmacy,
Sreefaltoli Hospital,24.066432,90.209265,hospital,
"Sreenagar Bus stop, Sreenagar, Mawa",23.526971,90.287432,bus_station,
Sreenagar Filling Station শ্রীনগর ফাইলিং স্টেশন,23.54386,90.296318,fuel,
"Sreenagar Filling Station, Gas station, Sreenagar",23.543801,90.296352,fuel,
Sreenagar Govt. College,23.53637,90.280137,college,
Sreenagar Pilot High School,23.537053,90.283257,school,Mo-Fr 07:00-17:00
Sreenagar Upazila Health Complex,23.550127,90.290196,hospital,
"Sreepur Popular Hospital, Hospital",23.962686,90.268883,hospital,
Sreepur Upazilla Health Complex,24.200537,90.478554,hospital,
Sreepur Vai Vai Filling Station শ্রীপুর ভাই ভাই ফিলিং স্টেশনে,24.270217,90.395965,fuel,
"Sreepur Vai Vai Filling Station, Gas station",24.270364,90.395795,fuel,
Sreepur mobile market,23.959599,90.270061,shop_mobile_phone,
"Sreerampur Minhaj uddin pre cadet school, School",23.920253,90.126055,school,
"Sreerampur Square Hospital, Private hospital",23.919544,90.126268,hospital,
Sri Gondhessori Sweatmeat,23.643888,90.492998,restaurant,
Sriee Krishana Mistanna Vander,24.174164,90.016993,restaurant,
Srifulia Bus Stop,24.002354,90.77816,bus_station,
Srijonshil Hijab Centre,23.750682,90.409125,shop_tailor,
Srinagar Enterprise,23.717301,90.406942,shop_trade,"Mo, We-Su 09:00-21:00"
Sripur Bus Station,23.736928,89.655597,bus_station,
Srirambari Government Primary School,24.625956,89.983047,school,
"Srirampur Government Primary School, Popular High School and College, Tekerhat",23.233766,90.021027,school,
Srishti Motors,23.713578,90.413047,shop_car_parts,
Sristigor Bus Station,24.01133,90.796136,bus_station,
"Sristy Central School & College, Ashulia",23.936546,90.275046,college,
Sristy Madokasokti Punorbason Kendra,23.711578,90.449399,hospital,
Sristy Process & Printers,23.735182,90.388604,shop_gift,
Sriti Ladies Corner,23.851582,90.417718,shop_tailor,
Sriti Mat House,23.734262,90.383593,shop_bed,
Sritigor Bazar,24.012587,90.797395,shop_supermarket,
Srizon Central School,24.60229,90.026591,school,
Sruti Motors,23.841198,90.257511,shop_car_parts,
Ssl Hardware & Sanitary,23.851461,90.417481,shop_wholesale,
St Marry's Pharmacy,23.71045,90.411907,pharmacy,Mo-Su 06:00-12:00
St Pauls Mission School,23.837978,90.260615,school,
"St, Joseph School & College",23.759718,90.370219,school,
St. Eugene's School,23.80332,90.423047,school,
St. Francis Xavier's Girls High School,23.70861,90.413485,school,
"St. Francis Xavier's Girls' School & College, Dhaka",23.70835,90.41346,school,
St. Gregory's High School,23.708481,90.41419,school,
St. Gregory's High School and College,23.708174,90.41423,school,
St. Joseph International School,23.713226,90.421461,school,
St. Joseph's High School,23.848133,90.282205,school,
St. Marys International School,23.747641,90.407375,school,
St. Nicholas School & College,23.912673,90.508559,school,
Staff Quarter Bus Stop,23.720005,90.490345,bus_station,
Stamford Public High School,23.719826,90.371278,school,
Stamford University,23.747274,90.370317,university,
Stamford University,23.745637,90.371433,university,
Stamp Shop,23.606994,89.841965,shop_yes,
Standard Bank,23.791138,90.403002,bank,
Standard Bank Limited,23.730433,90.409626,bank,
Standard Bank Limited,23.851715,90.41521,bank,
Standard Bank Limited,23.860844,90.425875,bank,
Standard Bank Limited,23.75346,90.388133,bank,"Mo-Th, Su 10:00-16:00"
Standard Bank Limited,23.818282,90.365289,bank,
Standard Bank Limited,23.76775,90.358278,bank,
Standard Bank Limited,23.682892,90.422539,bank,
"Standard Bank Limited, Uttara Model Town Branch",23.86475,90.399444,bank,
Standard Bank Ltd,23.814222,90.595611,bank,
Standard Bank and Xpress Money,23.780645,90.407563,bank,
Standard Bread And Buscuit Factoy,23.77721,90.429896,shop_bakery,
Standard Chartered,23.787731,90.416847,atm,
Standard Chartered,23.793907,90.403861,bank,
Standard Chartered,23.742331,90.38292,bank,
Standard Chartered,23.725606,90.421287,bank,
Standard Chartered,23.81493,90.366192,bank,
Standard Chartered,23.793757,90.414544,bank,"Mo-Th, Su 10:00-17:00"
Standard Chartered,23.812101,90.423974,bank,
Standard Chartered Bank,23.747243,90.370403,bank,"Mo-Th, Su 10:00-16:00"
Standard Chartered Bank (SCB),23.784014,90.416636,bank,
Standard Chartered Bank (SCB),23.725474,90.421435,bank,
Standard Optics,23.805595,90.368978,shop_optician,
Standard Store,23.762433,90.388938,shop_yes,Mo-Su 10:00-22:00
"Stapleton Government Primary School, Unnamed Road, Zajira",23.326428,90.345742,school,
Star,23.782634,90.428686,shop_yes,
Star & Style Shares,23.811008,90.369059,shop_clothes,
Star Active Telecom,23.786886,90.425947,shop_yes,
Star Bakery,23.722263,90.410874,shop_bakery,
Star Cafe,23.800746,90.362948,cafe,
Star Clothe House,23.732708,90.384776,shop_clothes,"Mo, We-Su 09:00-22:00"
Star Cycle,23.800867,90.36287,shop_bicycle,
Star Electrincs,23.752469,90.405432,shop_electronics,
"Star Electronics And Motors, Electronics store",23.927184,90.2644,shop_electronics,
"Star Energy Filling Station, Gas station",23.999268,90.252808,fuel,
Star Enterprise স্টার এন্টারপ্রাইজ,23.847368,90.255038,shop_yes,
"Star Filling Station CNG, Gas station",24.212387,90.416235,fuel,
Star Filling Station স্টার ফিলিং স্টেশন,24.212313,90.416278,fuel,
Star Frolic English Version School (Konabari Branch),24.009968,90.317803,school,
Star Glass House,23.710211,90.424497,shop_yes,
Star Kabab,23.74751,90.370201,fast_food,
Star Kabab Hotel & Restaurant,23.739353,90.38101,restaurant,
Star Medical,23.749016,90.38667,pharmacy,
Star Medical Hall,23.757722,90.413677,pharmacy,
Star Oven,23.908171,90.398078,restaurant,
Star Point,23.730611,90.416312,shop_copyshop,Mo-Su 08:00-22:00
Star Salon,23.785415,90.367253,shop_hairdresser,
Star Tailors,23.783145,90.426655,shop_tailor,
Star Tech,23.738742,90.385481,shop_computer,
Star Thai Aluminium,23.847927,90.262035,shop_furniture,
Star Trek,23.813085,90.423723,shop_mobile_phone,
Star Watch & Recording Centre,23.721679,90.405749,shop_watches,"Mo, We-Su 09:00-23:00"
Star hotel & kabab,23.737436,90.386923,restaurant,
StarDust,23.741723,90.410064,shop_yes,
Starbox Coffee,23.719496,90.390601,shop_coffee,
"Starline Bus Counter - Airport, DESCo",23.852551,90.407398,bus_station,
Starlit Grammar School and College(স্টারলিট গ্রামার স্কুল এন্ড কলেজ),23.818915,90.367626,school,
"Starlit School and College, School",23.935712,90.297804,school,
"Startech - Sonargaon Janapath, Uttara",23.874667,90.398455,shop_electronics,
Startise,23.837121,90.370438,building_commercial,
State College of Health Sciences,23.75172,90.368367,college,
State University of Bangladesh,23.75154,90.367356,university,
State University of Bangladesh,23.75141,90.367612,university,
Station 121,23.792305,90.415073,restaurant,Mo-Su 17:00-23:00
Stationary,23.758117,90.411533,shop_stationery,
Stationary,23.758048,90.411534,shop_stationery,
Stationary Shop,23.780357,90.423677,shop_stationery,
Stationary Shop,23.780606,90.426002,shop_stationery,
Stationery  Store,23.748815,90.382806,shop_yes,
Stationery Shop,23.748856,90.386623,shop_stationery,
Stationery Shop,24.056834,89.873858,shop_yes,
Steak Burger,23.812183,90.423415,restaurant,
Steak Republic,23.78787,90.415266,restaurant,11 am 11 pm
Steak Republic,23.78788,90.415314,restaurant,11:00-23:00
Steakout,23.791348,90.401729,restaurant,
Steel House,23.708744,90.42156,shop_hardware,
Steel Tech Corporation,23.708704,90.421348,shop_hardware,
"Steel Tech, GN Metal Works",23.700487,90.420755,shop_hardware,
Steel Works,23.848016,90.387784,shop_hardware,
Steel Works,23.847219,90.387717,shop_houseware,
Steeltech Industries Ltd.,23.960553,90.380896,shop_electronics,
Step,23.792413,90.374941,shop_shoes,
Step,23.790644,90.407769,shop_shoes,
Step1,23.806709,90.367178,shop_shoes,
Steps,23.739176,90.387875,shop_shoes,
Still Furniture,23.757467,90.411557,shop_furniture,
Store,23.750819,90.408789,shop_yes,
Store Room,23.757761,90.410813,shop_paint,
"Street Cafe, Restaurant",24.050121,89.869482,restaurant,
Street Market,23.719866,90.387246,marketplace,
Street Market that changes over time.,23.719842,90.387813,marketplace,
"Street Market, Motijheel",23.735969,90.422864,marketplace,
Street Oven,23.812518,90.425396,shop_electronics,
Street oven,23.741969,90.410218,restaurant,
Student Cafe,23.618301,90.069944,restaurant,
Student Library,23.783314,90.375138,shop_stationery,
Student corner cha cofee,22.964971,89.815642,shop_tea,"Mo-Th, Su 09:00-22:00"
Student's Cafe,23.809081,90.363761,cafe,
Student's Tailor's & Fabrics Fashion,23.855468,90.413426,shop_tailor,
Studio,23.700511,90.420838,shop_yes,
Studio 27 International,23.721786,90.419166,shop_photo_studio,
Studio Abacus,23.809224,90.369514,shop_photo_studio,
Studio Rakhi Color,23.7907,90.387917,shop_photo,
Styed emporium,23.81437,90.424536,shop_clothes,
Style Beauty beauty_parlour,23.783255,90.426256,shop_beauty,
Style Door,23.806478,90.366342,shop_clothes,
Style Ecko,23.751166,90.390278,shop_clothes,
Style Gallery,23.806317,90.366909,shop_shoes,
Style Hair Dresser,23.813875,90.372293,shop_beauty,
Style Haircut,23.751636,90.407059,shop_hairdresser,
Style Lounge,23.816804,90.365656,shop_beauty,
Style Shoes,23.84467,90.388051,shop_shoes,
Style Touch Salon,23.765756,90.35883,shop_beauty,
Style Zone Salon,23.762831,90.359145,shop_beauty,
Stylebuzz,23.794351,90.365472,shop_clothes,
Stylen,23.73822,90.375735,shop_clothes,"Mo, We-Su 10:00-22:00"
Styling tailers,23.757237,90.410219,shop_tailor,
Stylish Abaya,23.806318,90.366041,shop_clothes,
Stylish Attire,23.766932,90.358418,shop_clothes,
Stylish Menz wear,23.791186,90.402501,shop_clothes,
Suapara Primary School,23.517933,90.481499,school,
Sub Sastain School,23.755154,90.404719,school,
Subarna Jewelers সুবর্ণা জুয়েলার্স,23.604088,89.835648,shop_jewelry,
Subarna Shishu Kalyan High School,23.784013,90.356214,school,
Subarna Store,23.864819,90.25972,shop_yes,
Subhub,23.836531,90.376251,fast_food,Mo-Su 17:00-22:00
Subo Laundry,23.752391,90.40527,shop_laundry,
"Suborna Furniture Mart, Furniture store",23.99916,90.382425,shop_furniture,
"Suborna Hotel & Restaurant, Restaurant, Hatkhola Rd, Dhaka",23.71694,90.420026,restaurant,
Suborna Phermacy,23.719759,90.41586,hospital,
Suborno Fulghar,23.73666,90.395791,shop_florist,
Suchanda Parcel;Sabuj Glass,23.735198,90.385029,post_office,
Suchayan Academy,23.720828,90.363028,school,
Suchi Fashion House,23.808895,90.373102,shop_clothes,
Suchona Cloth Store,23.659942,90.359758,shop_clothes,
Suchona Departmental Store,23.762345,90.41595,shop_yes,
Suchona Homeo Hall,23.767408,90.35913,pharmacy,
Suchona Motors,23.806355,90.36689,shop_motorcycle,
Sudha Pharmacy,23.722715,90.433289,pharmacy,Mo-Su 10:00-23:00
Sufi Enterprise,23.736697,90.389836,shop_gift,
Sufi drug house(সুফি ড্রাগ হাউজ),23.818045,90.368914,pharmacy,
Sufia Complex সুফিয়া কমপ্লেক্স,24.22008,90.414693,marketplace,
Sufia Furniture Enterprise,23.694457,90.512285,shop_furniture,
Sufia Telecom,23.785089,90.410407,shop_mobile_recharge,
Sufia Zinan International School,23.740808,90.366756,school,
Sufian Enterprise,23.707627,90.420914,shop_yes,
Sufiana,23.719262,90.416404,shop_jewelry,
Sufiya Pharmacy (সুফিয়া ফার্মেসী),23.774257,90.349984,pharmacy,
Sufiya Store,23.784131,90.412327,shop_general,
Sugandha,23.737978,90.390746,shop_florist,
Sugandha Restaurant,23.728462,90.415801,restaurant,
Sugandha Restaurant,23.693693,90.049166,restaurant,
Sugar & Spice,23.753444,90.370218,restaurant,
Sugar Rush,23.792028,90.409243,cafe,Mo-Su 12:00-23:00
Sugar Thoughts,23.791732,90.365533,restaurant,
Sugar cane processing area ( in the morning),23.802231,90.36487,shop_farm,
Sugerpuffs and Butchers,23.780343,90.425476,restaurant,
Sughandha Departmental Store সুগন্ধা ডিপার্টমেন্টাল স্টোর,24.438025,90.779713,shop_supermarket,
Sughandha Departmental Store সুগন্ধা ডিপার্টমেন্টাল স্টোর,24.434395,90.782928,shop_supermarket,
Sughandha Exclusive,24.434759,90.783303,shop_grocery,
Sughandha Shopping Centre সুগন্ধা শপিং সেন্টার,24.428069,90.780676,shop_supermarket,
Sugonda Fast Food,23.62383,90.500357,restaurant,
"Sugondha Bakery, Narayanganj",23.615564,90.50191,shop_bakery,08:00-22:00
Sugondha Foods,23.736138,90.409721,restaurant,
Sugondha Laschi,23.615373,90.50161,restaurant,
Suhail Pharmacy(সুহাইল ফার্মেসী),23.828377,90.368062,pharmacy,
Suhel,23.533796,90.452473,shop_yes,
Sui Suta,23.808545,90.373239,shop_clothes,
Sujan Electronics সুজন ইলেক্ট্রনিক্স,24.220567,90.411123,shop_electronics,
Sujan Paint and Sanitary,23.816988,90.356069,shop_hardware,
Sujit Haircut,23.844672,90.388164,shop_hairdresser,
Sujit Pharma and Doctors,24.438327,90.779638,pharmacy,
Sujon Electronics & Service Center,23.754151,90.414413,shop_electronics,
Sujon Hardware and Autoparts,23.707409,90.420105,shop_hardware,
Sujon Hear,23.864511,90.259863,shop_beauty,
Sujon Homeo Clinic,23.762067,90.362944,clinic,
Sujon Medical,24.262593,89.923039,pharmacy,
Sujon Pharmacy,24.253423,89.920937,pharmacy,
Sujon Sign,23.783173,90.426544,shop_yes,
Sujon Store,23.785018,90.412082,shop_general,
Sujon Store,23.782671,90.428885,shop_general,
Sujon cloth house,23.924245,90.262212,shop_clothes,
Sujon sports,23.846439,90.248119,shop_sports,
Sujon-Sumon General Store,23.756073,90.413659,shop_convenience,
Sujoy Medical Hall,24.26713,89.926559,pharmacy,
Sukkur Disel Enginer,23.753618,90.406735,shop_car_repair,
Sukonna Filling,24.226367,89.963273,fuel,
Sukrabad High School,23.75307,90.379441,school,
Sukrabad Kacha Bazar,23.753159,90.378857,marketplace,
Sukria Bakery and Pastry,23.601496,89.834153,restaurant,
Suleman Restaurant & Kabab,23.779822,90.370975,restaurant,
